CODIGO,PADRE,AÑO,NOMBRE,PAGOS
1.2.2.1,1.2.2,2016,CAPACITACIÓN PERSONAL ADMINISTRATIVO,1983787.807
1.1.4.1.1,1.1.4.1,2017,PERSONERIA - SOLO MUNICIPIOS,8498244820
1.2.2.3,1.2.2,2017,ADMINISTRACIÓN CENTRAL,16407504313
1.3,1,2017,CONTRALORIA,349292987
1.1.4.3.2.1,1.1.4.3.2,2017,PERSONERIA - SOLO MUNICIPIOS,1964358100
1.2.2.12.5,1.2.2.12,2017,ADMINISTRACIÓN CENTRAL,482724497
1.1.1.2,1.1.1,2016,GASTOS DE REPRESENTACIÓN,22913888.621
1.2.2.6.3,1.2.2.6,2017,CONTRALORIA,5974276
1.1.4.3.3.1,1.1.4.3.3,2017,PERSONERIA - SOLO MUNICIPIOS,327897200
1.1.4.1.1.4,1.1.4.1.1,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,709499483
1.2.2.2,1.2.2,2017,SECRETARÍA DE EDUCACIÓN,259180512
1.1.4.2.1.3,1.1.4.2.1,2017,CONTRALORIA,336597272
1.1.4.1.1.3,1.1.4.1.1,2016,APORTES ARP,22647241.251
1.1.1.8,1.1.1,2017,CONCEJO - SOLO MUNICIPIOS,2289178892
1.1.4.1.1.2,1.1.4.1.1,2017,SECRETARÍA DE EDUCACIÓN,2826257436
1.1.4.3.1,1.1.4.3,2017,PERSONERIA - SOLO MUNICIPIOS,327897200
1.2.2.6.1,1.2.2.6,2017,CONTRALORIA,246673235
1.1.4.3.4.1,1.1.4.3.4,2017,PERSONERIA - SOLO MUNICIPIOS,2695290320
1.1.3.1,1.1.3,2017,PERSONERIA - SOLO MUNICIPIOS,9933718543
1.2.2.8.1,1.2.2.8,2016,DE FUNCIONARIOS,198968873.790
1.3.6.4.1,1.3.6.4,2017,ADMINISTRACIÓN CENTRAL,138768575198
1.1.4.1,1.1.4,2017,PERSONERIA - SOLO MUNICIPIOS,8498244820
1.2.4,1.2,2016,GASTOS DE BIENESTAR SOCIAL Y SALUD OCUPACIONAL,2798633.786
1.3.1,1.3,2016,MESADAS PENSIONALES,635645066
1.1.4.2.1.2,1.1.4.2.1,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,491714294
1.2.2.3.1,1.2.2.3,2017,CONTRALORIA,41301645
1.1.4.1.1.4.1,1.1.4.1.1.4,2016,DE FUNCIONARIOS,27027082.076
1.1.1.3,1.1.1,2017,CONTRALORIA,359602564
1.1.4.2.1.2,1.1.4.2.1,2016,APORTES PARA PENSIÓN,24332194.504
1.1.4.1.1.4.1,1.1.4.1.1.4,2017,PERSONERIA - SOLO MUNICIPIOS,3622612660
1.1.4.3,1.1.4,2017,PERSONERIA - SOLO MUNICIPIOS,5970565320
1.1.4.3.2,1.1.4.3,2017,CONCEJO - SOLO MUNICIPIOS,1080309983
1.2.2.6.3,1.2.2.6,2017,PERSONERIA - SOLO MUNICIPIOS,120849261
1.1.4,1.1,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,3511023573
1.1.4.3.2.1,1.1.4.3.2,2017,CONTRALORIA,2268731541
1.2.2.3.1,1.2.2.3,2017,PERSONERIA - SOLO MUNICIPIOS,512558164
1.1.4.3.3.1,1.1.4.3.3,2017,CONTRALORIA,558039871
1.1.4.3.4,1.1.4.3,2017,CONCEJO - SOLO MUNICIPIOS,1440231880
1.1.4.3.4.1,1.1.4.3.4,2017,CONTRALORIA,3027304935
1.1.3.1,1.1.3,2017,CONTRALORIA,1905024931
1.1.1.5,1.1.1,2017,ADMINISTRACIÓN CENTRAL,3751904312
1.1.1.25,1.1.1,2017,ADMINISTRACIÓN CENTRAL,17062063432
1.2.2.6.2,1.2.2.6,2016,TELECOMUNICACIONES,3870532.335
1.3.12,1.3,2017,ADMINISTRACIÓN CENTRAL,25645684959
1.2.2.12,1.2.2,2017,ADMINISTRACIÓN CENTRAL,482724497
1.2.1.1,1.2.1,2016,COMPRA DE EQUIPOS,138403.624
1.2,1,2017,SECRETARÍA DE EDUCACIÓN,24684541630
1.1.3.6,1.1.3,2017,CONCEJO - SOLO MUNICIPIOS,14440822379
1.1.4.1.1.2,1.1.4.1.1,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,481681386
1.3.6.7,1.3.6,2016,A OTRAS ENTIDADES,0
1.1.4.1.1.4.1,1.1.4.1.1.4,2017,CONTRALORIA,6718122812
1.1.4.2.1.2,1.1.4.2.1,2017,CONCEJO - SOLO MUNICIPIOS,2586272650
1.2.2.6.4,1.2.2.6,2016,GAS NATURAL,279780.536
1.1.3.7,1.1.3,2017,ADMINISTRACIÓN CENTRAL,26959688962
1.3.6,1.3,2016,TRANSFERENCIAS CORRIENTES: ESTABLECIMIENTOS PÚBLICOS Y ENTIDADES DESCENTRALIZADAS-NIVEL TERRITORIAL,470358700.48
1.1.4.3.4,1.1.4.3,2017,SECRETARÍA DE SALUD,1346826880
1.3.19,1.3,2017,SECRETARÍA DE SALUD,503239801
1.3.8.1,1.3.8,2016,SOBRETASA AMBIENTAL -CORPORACIONES AUTÓNOMAS REGIONALES,366641970.529
1.1,1,2017,PERSONERIA - SOLO MUNICIPIOS,109404962385
1.1.4.2.1.4.1,1.1.4.2.1.4,2016,DE FUNCIONARIOS,25357984.636
1.2.2.6.1,1.2.2.6,2017,PERSONERIA - SOLO MUNICIPIOS,289040637
1.1.4.3.3.1,1.1.4.3.3,2016,DE FUNCIONARIOS,1846940.771
1.1.4.1.1.2.1,1.1.4.1.1.2,2017,CONTRALORIA,5482263228
1.2.2,1.2,2017,CONCEJO - SOLO MUNICIPIOS,3471693888
1.1.1.7.1,1.1.1.7,2017,CONTRALORIA,27513981
1.2.2.8.1,1.2.2.8,2017,CONTRALORIA,140475541
1.1.4,1.1,2016,CONTRIBUCIONES INHERENTES A LA NOMINA,234924942.678
1.1.4.1.1.4,1.1.4.1.1,2017,CONCEJO - SOLO MUNICIPIOS,1447053669
1.1.4.3.4.1,1.1.4.3.4,2016,DE FUNCIONARIOS,23341861.418
1.1,1,2017,CONTRALORIA,115185417852
1.3.6.5,1.3.6,2017,ADMINISTRACIÓN CENTRAL,15472769899
1.2.2.4,1.2.2,2017,SECRETARÍA DE EDUCACIÓN,8185737
1.2.2.19,1.2.2,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,1375735687
1.3.6.7.10,1.3.6.7,2017,ADMINISTRACIÓN CENTRAL,0
1.1.4.2.1.3.1,1.1.4.2.1.3,2017,CONTRALORIA,336597272
1.1.4,1.1,2017,SECRETARÍA DE EDUCACIÓN,15669936400
1.1.3.4,1.1.3,2017,SECRETARÍA DE EDUCACIÓN,1110298390
1.2.1.1,1.2.1,2017,ADMINISTRACIÓN CENTRAL,107108310
1.1.4,1.1,2017,CONCEJO - SOLO MUNICIPIOS,14584147996
1.1.1.7.1,1.1.1.7,2017,ADMINISTRACIÓN CENTRAL,519984195
1.2.2.6,1.2.2,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,202247285
1.2.9,1.2,2017,ADMINISTRACIÓN CENTRAL,17594157855
1.1.4.3.3,1.1.4.3,2017,PERSONERIA - SOLO MUNICIPIOS,327897200
1.1.4.3.1.1,1.1.4.3.1,2017,CONTRALORIA,378542142
1.1.4.3.2,1.1.4.3,2017,SECRETARÍA DE SALUD,1010133060
1.1.4.2,1.1.4,2017,CONCEJO - SOLO MUNICIPIOS,8073879205
1.1.4.3.5,1.1.4.3,2017,ADMINISTRACIÓN CENTRAL,3181596821
1.3,1,2017,ADMINISTRACIÓN CENTRAL,1505360754589
1.2,1,2017,CONCEJO - SOLO MUNICIPIOS,4502315394
1.1.4.1.1.3.1,1.1.4.1.1.3,2016,DE FUNCIONARIOS,22647241.251
1.2.2.5,1.2.2,2017,CONTRALORIA,61874565
1.1.3.4,1.1.3,2017,CONCEJO - SOLO MUNICIPIOS,47150000
1.1.4.1.1,1.1.4.1,2017,ADMINISTRACIÓN CENTRAL,60432314067
1.1.4.2.1.3,1.1.4.2.1,2017,PERSONERIA - SOLO MUNICIPIOS,881886777
1.2.2.4,1.2.2,2017,CONCEJO - SOLO MUNICIPIOS,75841
1.1.4.3.5,1.1.4.3,2017,CONTRALORIA,756634584
1.1.3.1,1.1.3,2017,ADMINISTRACIÓN CENTRAL,21995163096
1.1.4.2.1.1,1.1.4.2.1,2016,APORTES PARA SALUD,43147246.539
1.2.2.6.2,1.2.2.6,2017,SECRETARÍA DE EDUCACIÓN,657874457
1.1.4.2.1.2.1,1.1.4.2.1.2,2017,CONTRALORIA,2558924260
1.1.4.1.1.3,1.1.4.1.1,2017,ADMINISTRACIÓN CENTRAL,2322256488
1,,2016,TOTAL GASTOS DE FUNCIONAMIENTO,3072889710.459
1.1.1.2,1.1.1,2017,SECRETARÍA DE SALUD,1424525001
1.1.4.3.1,1.1.4.3,2016,SENA,4883742.566
1.2.1.1,1.2.1,2017,PERSONERIA - SOLO MUNICIPIOS,20094563
1.2.2.6.3,1.2.2.6,2016,ACUEDUCTO ALCANTARILLADO Y ASEO,1791195.447
1.1.4.2.1.4.1,1.1.4.2.1.4,2017,PERSONERIA - SOLO MUNICIPIOS,1782029000
1.1.1.9,1.1.1,2017,CONTRALORIA,6539050
1.1.4.2.1.3.1,1.1.4.2.1.3,2016,DE FUNCIONARIOS,3346692.418
1.2.2.6.4,1.2.2.6,2017,SECRETARÍA DE EDUCACIÓN,296400
1.1.1.4,1.1.1,2017,SECRETARÍA DE EDUCACIÓN,17366034461
1.2.1.2,1.2.1,2017,CONCEJO - SOLO MUNICIPIOS,55853804
1.1.3.7,1.1.3,2017,CONTRALORIA,1451301
1.2.2,1.2,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,2040881344
1.1.4.1.1.4.1,1.1.4.1.1.4,2017,ADMINISTRACIÓN CENTRAL,25674426060
1.1.1.7,1.1.1,2017,CONTRALORIA,27513981
1.1.4.2.1.4,1.1.4.2.1,2017,CONCEJO - SOLO MUNICIPIOS,2157701417
1.1.4.2.1.1,1.1.4.2.1,2017,PERSONERIA - SOLO MUNICIPIOS,4841147870
1.1.3.7,1.1.3,2017,PERSONERIA - SOLO MUNICIPIOS,3361802
1.1.4.3.1,1.1.4.3,2017,CONTRALORIA,378542142
1.1.4.2.1.2,1.1.4.2.1,2017,SECRETARÍA DE EDUCACIÓN,1695432400
1.1.1.25,1.1.1,2017,PERSONERIA - SOLO MUNICIPIOS,1975032599
1.1.4.3.3.1,1.1.4.3.3,2017,ADMINISTRACIÓN CENTRAL,1592186206
1.2.1,1.2,2017,ADMINISTRACIÓN CENTRAL,24074587344
1.1.4.2.1.1.1,1.1.4.2.1.1,2017,CONTRALORIA,5846914807
1.1.1.7,1.1.1,2017,ADMINISTRACIÓN CENTRAL,519984195
1.1.1.25,1.1.1,2016,OTROS GASTOS DE PERSONAL ASOCIADOS A LA NÓMINA,21235500.281
1.1.4.2.1.4.1,1.1.4.2.1.4,2017,CONTRALORIA,1595743671
1.2.2.2,1.2.2,2016,IMPRESOS Y PUBLICACIONES,1125573.232
1.1.4.3.3,1.1.4.3,2017,CONTRALORIA,558039871
1.2.1.2,1.2.1,2016,MATERIALES Y SUMINISTROS,1931734.111
1.2.2.6.2,1.2.2.6,2017,CONCEJO - SOLO MUNICIPIOS,132451510
1.1.4.2.1,1.1.4.2,2016,APORTES DE PREVISIÓN SOCIAL,96184118.097
1.1.1,1.1,2017,PERSONERIA - SOLO MUNICIPIOS,73039015719
1.3.19,1.3,2017,SECRETARÍA DE EDUCACIÓN,159190645
1.1.4.3.1,1.1.4.3,2017,ADMINISTRACIÓN CENTRAL,4501736885
1.2.2.3.1,1.2.2.3,2017,ADMINISTRACIÓN CENTRAL,16407504313
1.2.2.6,1.2.2,2017,SECRETARÍA DE EDUCACIÓN,1537068953
1.2.2.5,1.2.2,2017,ADMINISTRACIÓN CENTRAL,19490353897
1.1.4.1.1.1,1.1.4.1.1,2016,APORTES PARA SALUD,245210.159
1.1.4.3.4,1.1.4.3,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,375623900
1.1.4.3.3,1.1.4.3,2017,ADMINISTRACIÓN CENTRAL,1592186206
1.1.1.5,1.1.1,2017,CONTRALORIA,521732864
1.1.4.2.1.1.1,1.1.4.2.1.1,2017,PERSONERIA - SOLO MUNICIPIOS,4841147870
1.1.4.1.1.1,1.1.4.1.1,2017,ADMINISTRACIÓN CENTRAL,192466819
1.2.1.9,1.2.1,2017,CONTRALORIA,94138787
1.1.1.8,1.1.1,2016,PRESTACIONES SOCIALES EXTRALEGALES,2187148.805
1.2.2.3,1.2.2,2017,CONTRALORIA,41301645
1.2.1.1,1.2.1,2017,CONTRALORIA,21823588
1.1.4.3.5.1,1.1.4.3.5,2017,PERSONERIA - SOLO MUNICIPIOS,655122500
1.2.2.4,1.2.2,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,3088347
1.1.4.1.1.2.1,1.1.4.1.1.2,2016,DE FUNCIONARIOS,37334375.024
1.1.4.1,1.1.4,2017,ADMINISTRACIÓN CENTRAL,60432314067
1.2.2.5,1.2.2,2017,PERSONERIA - SOLO MUNICIPIOS,1238851338
1.1.1.1,1.1.1,2017,CONTRALORIA,43335477204
1.1.4.2,1.1.4,2017,SECRETARÍA DE SALUD,3902366933
1.2.1.2,1.2.1,2017,SECRETARÍA DE EDUCACIÓN,453899513
1.1.4.3.5.1,1.1.4.3.5,2017,ADMINISTRACIÓN CENTRAL,3181596821
1.1.4.2.1.2.1,1.1.4.2.1.2,2017,PERSONERIA - SOLO MUNICIPIOS,2014912502
1.1.4.2,1.1.4,2016,AL SECTOR PRIVADO,96184118.097
1.1.4.1.1.2.1,1.1.4.1.1.2,2017,PERSONERIA - SOLO MUNICIPIOS,4850570995
1.1.1,1.1,2017,CONTRALORIA,83541096021
1.1.4.1.1.4,1.1.4.1.1,2017,SECRETARÍA DE EDUCACIÓN,2443750618
1.1.4.2.1.4,1.1.4.2.1,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,243956692
1.2.2.8.1,1.2.2.8,2017,PERSONERIA - SOLO MUNICIPIOS,180736237
1.1.4.3.2,1.1.4.3,2017,SECRETARÍA DE EDUCACIÓN,1265862400
1.1.4.1.1.1.1,1.1.4.1.1.1,2017,PERSONERIA - SOLO MUNICIPIOS,25061165
1.2.2.8,1.2.2,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,21490668
1.1.4.3.2.1,1.1.4.3.2,2016,DE FUNCIONARIOS,17720495.342
1.2.2.6.1,1.2.2.6,2017,ADMINISTRACIÓN CENTRAL,11052867105
1.1.4.3.5,1.1.4.3,2017,PERSONERIA - SOLO MUNICIPIOS,655122500
1.1.4.2.1.3,1.1.4.2.1,2017,ADMINISTRACIÓN CENTRAL,3682264878
1.1.4.3,1.1.4,2017,CONTRALORIA,6989253073
1.1.1.1,1.1.1,2017,PERSONERIA - SOLO MUNICIPIOS,36536879272
1.1.1.25,1.1.1,2017,CONTRALORIA,2334681423
1.1.4.3.3,1.1.4.3,2016,ESAP,1846940.771
1.1.4.3.5.1,1.1.4.3.5,2016,DE FUNCIONARIOS,3693875.974
1.1.4.1.1.1.1,1.1.4.1.1.1,2016,DE FUNCIONARIOS,245210.159
1.2.2.6.2,1.2.2.6,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,76580820
1.1.4.2.1.1.1,1.1.4.2.1.1,2017,ADMINISTRACIÓN CENTRAL,35324913094
1.1.4.1.1.1.1,1.1.4.1.1.1,2017,CONTRALORIA,33819809
1.1.1.3,1.1.1,2017,PERSONERIA - SOLO MUNICIPIOS,181520194
1.1.4.1.1,1.1.4.1,2016,APORTES DE PREVISIÓN SOCIAL,87253908.510
1.1.3.2,1.1.3,2016,JORNALES,2503499.412
1.1.4.1.1.4,1.1.4.1.1,2017,SECRETARÍA DE SALUD,491362617
1.1.4.3.1.1,1.1.4.3.1,2016,DE FUNCIONARIOS,4883742.566
1.1.4.2.1.1,1.1.4.2.1,2017,ADMINISTRACIÓN CENTRAL,35324913094
1.1.4.3.1.1,1.1.4.3.1,2017,ADMINISTRACIÓN CENTRAL,4501736885
1.2.1,1.2,2017,PERSONERIA - SOLO MUNICIPIOS,910454639
1.2.2.3,1.2.2,2017,PERSONERIA - SOLO MUNICIPIOS,512558164
1.2.1.9,1.2.1,2017,PERSONERIA - SOLO MUNICIPIOS,600053287
1.1.4.2.1.2,1.1.4.2.1,2017,SECRETARÍA DE SALUD,1224766536
1.2.2,1.2,2017,SECRETARÍA DE EDUCACIÓN,22501599947
1,,2017,ADMINISTRACIÓN CENTRAL,2442784060449
1.2.1,1.2,2017,CONTRALORIA,195797093
1.2.2.19,1.2.2,2017,SECRETARÍA DE EDUCACIÓN,11734919234
1.2.2.12.5,1.2.2.12,2016,OTROS GASTOS FINANCIEROS,391683.079
1.1.4.1.1.2,1.1.4.1.1,2017,SECRETARÍA DE SALUD,2250949600
1.3.1,1.3,2017,ADMINISTRACIÓN CENTRAL,484286486401
1.1.4,1.1,2017,SECRETARÍA DE SALUD,9972119074
1.2.2.8,1.2.2,2016,VIÁTICOS Y GASTOS DE TRANSPORTE Y DE VIAJE,198968873.790
1.2.2.19,1.2.2,2017,CONCEJO - SOLO MUNICIPIOS,1685246437
1.1.4.2.1.1.1,1.1.4.2.1.1,2016,DE FUNCIONARIOS,43147246.539
1.1.4.1.1,1.1.4.1,2017,CONTRALORIA,12234205849
1.1.4.2.1,1.1.4.2,2017,PERSONERIA - SOLO MUNICIPIOS,9519976149
1.1.1.1,1.1.1,2016,SUELDOS DE PERSONAL DE NOMINA,382338563.746
1.1.4.3.4.1,1.1.4.3.4,2017,ADMINISTRACIÓN CENTRAL,18507265036
1.1.4.3.2,1.1.4.3,2016,ICBF,17720495.342
1.3.6.7,1.3.6,2017,ADMINISTRACIÓN CENTRAL,0
1.1.4.1.1.1,1.1.4.1.1,2017,PERSONERIA - SOLO MUNICIPIOS,25061165
1.1.4.2.1.3.1,1.1.4.2.1.3,2017,PERSONERIA - SOLO MUNICIPIOS,881886777
1.1.4.2.1,1.1.4.2,2017,ADMINISTRACIÓN CENTRAL,81140041414
1.1.1.4,1.1.1,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,3781121007
1.1.4.1,1.1.4,2017,CONTRALORIA,12234205849
1.1.3.4,1.1.3,2017,SECRETARÍA DE SALUD,910155274
1.1.1.4,1.1.1,2017,CONCEJO - SOLO MUNICIPIOS,16151587048
1.1.4.1.1.2.1,1.1.4.1.1.2,2017,ADMINISTRACIÓN CENTRAL,32243164700
1.2.2.6.1,1.2.2.6,2016,ENERGÍA,7776407.325
1.1.4.2.1.2.1,1.1.4.2.1.2,2016,DE FUNCIONARIOS,24332194.504
1.1.4.3.5.1,1.1.4.3.5,2017,CONTRALORIA,756634584
1.2.2.6.4,1.2.2.6,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,3656275
1.2.2.2,1.2.2,2017,CONCEJO - SOLO MUNICIPIOS,25653452
1.1.1.3,1.1.1,2017,ADMINISTRACIÓN CENTRAL,18268695564
1.1.3,1.1,2017,CONTRALORIA,2082682899
1.2.1.2,1.2.1,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,53700276
1.1.3,1.1,2017,ADMINISTRACIÓN CENTRAL,53019022095
1.1.1.5,1.1.1,2016,INDEMNIZACIÓN POR VACACIONES,11678470.084
1.1.4.1.1.3.1,1.1.4.1.1.3,2017,ADMINISTRACIÓN CENTRAL,2322256488
1.1.4.2.1.4,1.1.4.2.1,2017,SECRETARÍA DE SALUD,223505167
1.2.2.3.2,1.2.2.3,2017,CONCEJO - SOLO MUNICIPIOS,45229289
1.1.4.2.1.4.1,1.1.4.2.1.4,2017,ADMINISTRACIÓN CENTRAL,20798330056
1.1.4.3,1.1.4,2017,ADMINISTRACIÓN CENTRAL,41656949295
1.2.2.2,1.2.2,2017,UNIDAD DE SERVICIOS PÚBLICOS - SOLO MUNICIPIOS,9216023
1.1.4.1.1.2,1.1.4.1.1,2017,CONCEJO - SOLO MUNICIPIOS,1773418950
1.3,1,2017,PERSONERIA - SOLO MUNICIPIOS,119110569
1.2.2.1,1.2.2,2017,ADMINISTRACIÓN CENTRAL,1648838253
1.1.4.1.1.1,1.1.4.1.1,2017,CONTRALORIA,33819809
1.1.1.7.1,1.1.1.7,2016,DE FUNCIONARIOS,710594.457
1.1.4.2.1.3,1.1.4.2.1,2016,APORTES ARP,3346692.418
1.1.1.2,1.1.1,2017,SECRETARÍA DE EDUCACIÓN,1397201518
1.1.1,1.1,2017,ADMINISTRACIÓN CENTRAL,525864258966
1,,2017,PERSONERIA - SOLO MUNICIPIOS,116578089263
1.2.2.6.3,1.2.2.6,2017,ADMINISTRACIÓN CENTRAL,5702192665
1.3.8.1,1.3.8,2017,ADMINISTRACIÓN CENTRAL,449041383647
1.1.4.2.1.4,1.1.4.2.1,2017,SECRETARÍA DE EDUCACIÓN,1499185888
